StartDate,EndDate,ANONYMIZED_1,ANONYMIZED_2,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ANONYMIZED_3,ANONYMIZED_4,ANONYMIZED_5,ANONYMIZED_6,ANONYMIZED_7,ANONYMIZED_8,DistributionChannel,UserLanguage,Q2_1,PID,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q80,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q76_1,Q76_2,Q76_3,Q76_4,Q76_5,Q76_6,Q47,Iroh_Code,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q81,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q75,Q83,Q85,Q72,Q73,Q82,SC0,ANONYMIZED_9,ANONYMIZED_10,AttentionCheck
21/06/2021 09:08,21/06/2021 09:24,ANONYMIZED,ANONYMIZED,100,954,TRUE,21/06/2021 09:24,R_BDM8emx8VNASoGR,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,162,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,65.357,0,Iroh didn't seem like he wanted to do what his nephew wanted. ,4,1,4,5,1,7,0,0,94.536,0,7,1,4,1,1,7,0,0,111.611,0,7,5,2,1,4,7,Iroh seemed both wise and unwise when it came to his nephew. He did the opposite of what his nephew wanted to do. ,NA,0,0,64.694,0,It was rather saddening to see that Aang was the last air bender. ,1,7,1,7,2,1,0,0,98.873,0,1,7,1,6,1,1,0,0,110.221,0,6,7,7,3,7,4,Katara was both wise and unwise when it came to the three scenes. She was a very helpful friend to Aang. ,24,Female,,"The video clips where kind of slow, but I managed to watch them all!",To watch brief clips of Avatar: The Last Airbender and to answer a few questions to see if people paid attention.,1,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:07,21/06/2021 09:25,ANONYMIZED,ANONYMIZED,100,1054,TRUE,21/06/2021 09:25,R_3lRlmH6LubyM6Aa,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,163,Aang,Katara and Sokka,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,Katara is part of the water tribe and Sokka's sister. I would say she's very strong willed and protective of the people she loves. ,3.846,3.846,63.827,1,Zuko wants to check out the light he's seeing because he thinks it's the avatar but his uncle Iroh says it's not and to calm down. ,2,3,2,4,1,6,2.133,2.133,85.324,1,3,2,1,2,1,6,3.647,3.647,102.154,1,1,4,3,6,1,3,"I would say that Iroh is wise overall, though his demeanor and actions all point differently. He knows more than he leads on, but doesn't share it until the right time. I think he surprises people with his cleverness. ",1,1.94,1.94,64.826,1,"Katara calms and comforts Aang down out of his rage, saying he still has a family even if the other avatars are gone.",1,6,1,6,2,1,3.386,3.386,90.083,1,2,6,1,6,2,1,11.879,11.879,110.584,1,5,7,5,6,7,2,"I think Katara is wise, because she knows how to encourage people and is a good emotional support. It seems she always knows what to say.",24,Female,,,,1,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:09,21/06/2021 09:25,ANONYMIZED,ANONYMIZED,100,1011,TRUE,21/06/2021 09:25,R_2zooC8zCMBoWlNH,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,164,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,1.714,1.714,61.992,1,Iroh urges the other young male character to have a cup of tea instead of getting angry while he tries to get the ship moving where he wants it.,3,4,4,5,2,3,1.433,1.433,85.139,1,4,3,3,4,2,4,2.359,2.359,101.443,1,3,4,4,5,3,4,"I think Iroh is wise, but it is hard to tell without seeing how the scenes play out. One could think he is lazy and foolish because he is so calm and nonchalant, but I think he's probably lived a long time and learned enough to know that relaxation is important and can only help. This is why he seems calm and relaxed a lot instead of fired-up and actively working. He probably knows more than he lets on and has a good reason for everything he does.",1,4.896,4.896,63.19,1,"Katara and her friend help to calm down the main character. Katara comforts him and shows her support, love, and empathy, telling him that she understands how he feels about losing his family, and that she is his family now.",1,7,1,7,1,1,0,0,93.021,0,1,7,1,7,1,1,5.467,5.467,105.2,1,2,7,3,7,4,2,"She seems very wise. She seems to read people and situations well; she understands them and knows what people need and what she can do/say to help them. She also seems to know what is right and fair in the world, and can fight for justice and peace. ",23,Female,Thank you :),None!,I'm not sure!,0,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:10,21/06/2021 09:27,ANONYMIZED,ANONYMIZED,100,976,TRUE,21/06/2021 09:27,R_PU97MKrvpksWZSV,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,165,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,1.758,19.594,76.826,9,"Iroh is playing a game, his nephew zuko says that the light in the sky for some reason means they should pursue an enemy (?)",4,2,4,6,1,7,2.136,91.873,92.83,5,5,2,4,3,1,7,6.71,31.689,132.027,8,5,5,3,1,1,5,"He seems not terribly wise. Zuko is trying to get the avatar for some reason I don’t understand and iroh seems to dismiss the importance of this goal and focus on smaller seemingly unimportant things. Of course, if finding the avatar is actually not that worthwhile a goal, iroh not caring about it wouldn’t necessarily make him unwise. ",0,0.66,3.519,64.176,6,Aang is glowing. Katara convinces him not to give up even though she knows how hard it is to lose someone because she and the other guy are his family. Yes ,1,6,1,7,1,1,0.673,91.279,92.304,7,1,6,1,7,5,1,0.575,105.613,106.623,6,5,5,7,5,6,5,She is wise. She uses logic and emotional reasoning to explain things to Aang (like trying to make him feel better by referring to the acorns or talking about her own experience losing family. ),25,Female,,,,1,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:11,21/06/2021 09:28,ANONYMIZED,ANONYMIZED,100,986,TRUE,21/06/2021 09:28,R_25c9hxebPYMsl57,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,166,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,8.741,40.619,61.302,2,Iroh tells Zukko not to be too presumptuous of the light in the sky he saw ,3,4,3,4,4,3,26.671,26.671,84.649,1,4,1,4,4,1,4,6.333,16.055,101.437,3,3,5,4,5,2,4,"Iroh is wise, he is guided by his patient nature and can turn a bad situation into a good one. ",1,17.144,17.144,62.225,1,Katara calms Aang down after something traumatic has happened,3,4,1,5,1,2,4.127,4.127,91.148,1,2,4,1,7,1,1,3.074,86.151,101.955,3,3,6,5,4,6,5,"Katara is wise, she is able to calm Aang down or make him feel better even in bad situations. Even when she was angry at someone she decided on what was best regardless of her feelings for them.",22,Female,,,,1,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:15,21/06/2021 09:30,ANONYMIZED,ANONYMIZED,100,934,TRUE,21/06/2021 09:30,R_YQbZagZ47uRzc8p,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,167,Aang,Zuko and Azula,"They are reincarnated from the previous Avatar, cycling between Nations over time.",A tropical archipelago and a swamp,Converts him to the side of good,I do not know the answer to this question.,,,0,0,62.15,0,Prince Zuko and his uncle are on a boat. Prince Zuko spots the Avatar and wants to capture him.,1,2,3,6,1,5,10.558,10.558,68.262,1,5,1,2,2,1,7,0,0,101.977,0,1,6,1,7,3,1,"Iroh has a laid-back personality. While his nephew shows anger, Iroh is seen relaxed yet he is still wise by providing his nephew with great advice and wisdom. ",1,0,0,67.163,0,"Katara reminding Aang that he has a family, her and her brother Sokka.",1,7,1,7,1,1,35.302,35.302,90.584,1,1,7,1,7,1,1,0,0,99.058,0,1,7,3,6,7,1,Katara is wise. She is the peacemaker in the group. She is sharing wisdom and advice with Aang in which helps him become a better Avatar. ,21,Female,,,I think this study is about different characters' personalities. ,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:10,21/06/2021 09:30,ANONYMIZED,ANONYMIZED,100,1227,TRUE,21/06/2021 09:30,R_2qCYoElAS7fuvny,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,168,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,He likes to drink tea. He is Zuko's uncle. He is a firebender.,She is a very nice and caring person. She is a water bender.,0,0,64.188,0,Zuko saw a sign of the avatar and plotted a course towards it; Iroh was playing a game and invited Zuko to have a cup of tea.,1,5,1,5,1,1,0,0,88.894,0,3,5,1,4,1,4,0,0,103.754,0,3,5,1,4,1,3,Iroh is wise in these scenes because he is trying to get his nephew to relax and not be so focused on a goal Zuko may never achieve. Iroh understands that life is about finding joy along the way and not about capturing the avatar.,1,0,0,65.158,0,Aang was very angry and katara and sokka consoled him and calmed him down.,1,7,1,7,1,1,0,0,97.304,0,1,7,1,7,1,1,0,0,109.763,0,3,7,3,3,7,2,I think that Katara is very wise in these three scenes. She has a great understanding of how to calm Aang down and she has a fantastic ability to see the bigger picture. Even when she is angry she is able to step outside her own wants and make reasonable decisions.,23,Male,,,How people perceive the actions of different characters.,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:11,21/06/2021 09:32,ANONYMIZED,ANONYMIZED,100,1241,TRUE,21/06/2021 09:32,R_2diKaEEIKZyF3bE,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,3,169,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,Enhance the power of fire bending,,,0,0,67.919,0,Iroh joked about not being able to finish his game while they were on the boat going into the light and the other character was annoyed by him.,3,4,3,5,2,4,3.109,4.254,116.234,4,4,3,3,4,1,5,0.817,2.532,109.142,4,2,5,3,5,3,3,Iroh is very wise. He has a lot of knowledge and advice to give the other characters. You can see that by the way he responds to them very peacefully and giving good advice.,1,0,0,61.008,0,Aang was angry and Katara helped calm him down. He then got sad because he realizes he must really be the last airbender.,2,5,1,5,1,1,2.611,2.611,89.559,1,2,6,1,6,1,1,0,0,102.934,0,1,6,1,7,1,1,"Katara is wise in the three scenes. She knows how to cheer people up and how to get what she wants but in a nice way. She was wise when she told Aang about the acorns, and to go back to the master for help. Her selflessness and way she talks to people makes her wise.",25,Female,,,How people interpret the characters.,2,ANONYMIZED,ANONYMIZED,1
21/06/2021 08:30,21/06/2021 09:33,ANONYMIZED,ANONYMIZED,100,3792,TRUE,21/06/2021 09:33,R_ypTUGfVyMYQWu8p,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,170,Aang,Iroh and Ozai,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,1.93,179.927,242.055,37,"Iroh trying to calm his nephew down on his anger mood cause he was about to fight but Iroh, his uncle didn't want him to.",2,6,3,5,2,2,1.45,184.469,186.175,16,2,4,3,5,6,4,1.243,9.992,241.641,6,3,2,5,4,3,5,Iroh is a wise and sensitive man whom seek to calmly and effectively do things that would of course make for the best positive turn out of event. ,1,21.533,37.162,176.078,11,"The Airbender was angry about a sad experience and Katara calmed him down, made him know he's not alone on such phase of life. ",1,7,1,6,7,2,8.127,152.645,153.958,21,2,6,1,6,4,6,5.697,147.002,148.702,22,3,6,4,5,4,2,"Katara is a bold and assertive girl whom take actions on any given situation smartly and wisely. However, she has a very loving and caring heart of helping or being around people in sad moments. She is always willing to learn and improve on existing talents.",25,Female,"This survey is a very interesting one. I enjoyed watching all videos and answering questions. On a serious note i haven't watch this series but looking at how the short videos is so lively and interesting, it wouldn't be a boring moment watching it.",,Perceptions on how respondents answer questions based actors behaviour and actions.,2,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:20,21/06/2021 09:34,ANONYMIZED,ANONYMIZED,100,826,TRUE,21/06/2021 09:34,R_8BT2mvbVsvQcGlP,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,171,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,he is wise and cheerful,she is caring and brave,0,0,60.891,0,iroh was playing some kind of game and zuko wanted to follow the light,3,3,3,5,3,3,0,0,87.443,0,3,3,2,5,2,5,0,0,103.633,0,5,3,2,6,3,4,iroh is wise because he knows Zukko's true destiny,1,0,0,61.502,0,katara calming aang down when he was in the avatar state,2,6,2,6,2,1,8.852,8.852,92.064,1,2,5,2,6,2,2,0,0,101.143,0,3,5,4,4,5,4,wise because she is good at defusing the situation,23,Male,,,,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:17,21/06/2021 09:35,ANONYMIZED,ANONYMIZED,100,1067,TRUE,21/06/2021 09:35,R_12JeU6PCSpF2n7I,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,172,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0.678,59.733,60.943,9,"The character saw a pillar of light and believes it is the avatar, who he's been searching for. ",2,4,1,4,1,2,0.914,88.874,89.387,5,1,5,1,5,1,2,1.034,104.255,104.88,26,1,5,1,7,1,1,"Iroh is wise. He carries himself calmly, where as the character that accompanies him is short fused. ",1,0.967,64.682,65.545,7,"Aang was upset, but Katara and the other person comforted him even though he may now be the last air bender. ",1,7,1,6,1,1,4.742,107.454,108.266,14,1,6,1,6,1,1,2.99,108.601,110.247,9,2,7,2,6,2,1,"Katara is wise. She carries herself with reason and grace, and seems to be grounding to the other characters. ",24,Female,,,,1,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:22,21/06/2021 09:36,ANONYMIZED,ANONYMIZED,100,838,TRUE,21/06/2021 09:36,R_26bU3zrugyCv8kQ,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,173,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,60.954,0,"The fire-benders are seeing a ray of light from the sky that might signify where Aang and his friends are, they need to capture Aang but Iroh doesn't care and wants to play his games.",7,1,7,1,1,7,0,0,85.996,0,7,1,4,2,1,6,0,0,100.186,0,7,1,7,1,1,7,"Iroh is very unwise, and doesn't seem to care about the events of the show almost at all. He just wants to play his games and be at peace with the people around him all the time. This serves to annoy almost every other character and get in the way of the things they're trying to accomplish.",0,0,0,64.226,0,Aang started doing some weird air-bending stuff and Katara told him everything was gonna be alright so he stopped.,2,6,1,6,1,1,0,0,89.269,0,2,6,1,6,2,2,0,0,102.471,0,4,6,5,6,4,2,"She is a pretty wise character, and generally works to keep Aang from doing things he might regret later on. She generally serves as the anchor, and helps Aang with about any problem he comes across.",21,Male,,,,1,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:21,21/06/2021 09:39,ANONYMIZED,ANONYMIZED,100,1069,TRUE,21/06/2021 09:39,R_2fqVFbNuf0kOBRv,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,174,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,Takes away his bending,Enhance the power of fire bending,"Uncle Iroh is strong and very supportive for his nephew, Zuko. He loves to drink tea and when he was imprisoned, he was very strong. He also knows how to teach Zuko how to use his fire bending. ",Katara is a water bender. She is very supportive of Aang. Aang and Katara develop feelings for each other. ,0,0,61.32,0,Zuko wants to head his ship towards the light he sees in the distance while Iroh doesn't want his nephew to have his hopes up. ,1,7,1,7,1,2,0,0,86.489,0,1,3,1,6,1,2,0,0,108.688,0,1,7,1,7,1,1,"Iroh is very wise. He knows when to act, and does not act based on his impulse or desires. He makes sure that whatever he is doing is self-paced and not rushed. He understands the value of the little things in life and wants to enjoy being himself. ",1,0,0,60.903,0,Katara counseled Aang as he was going through some pain of losing important people in his life. ,1,7,1,7,1,1,0,0,89.931,0,1,7,1,7,1,1,0,0,100.585,0,1,7,1,7,1,1,Katara is wise in these three scenes. She is very supportive of Aang and makes sure he is always thinking straight. She will be counseling him at any moment. ,25,Male,,,,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:23,21/06/2021 09:41,ANONYMIZED,ANONYMIZED,100,1027,TRUE,21/06/2021 09:41,R_1LIJIOZA4WGmxud,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,175,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,3.598,67.384,68.347,2,There's an angry young man who sees a light and his uncle is unbothered by it and offers him some tea. ,3,3,4,6,2,4,0.875,4.002,91.042,2,3,2,4,6,1,4,3.58,3.58,108.615,1,3,2,3,7,1,4,He seems pretty wise compared to his nephew. He is not angry and takes his time to think about his actions. He is willing to take time to relax and clear his mind. Two of the three clips he was playing some kind of mental strategy game. ,1,6.27,6.27,69.692,1,Katara comforted Aang when he learned he was the last airbender. ,2,5,1,4,2,2,11.176,11.176,103.68,1,1,5,1,5,2,2,0,0,125.967,0,2,7,2,5,4,2,I would say that she is wise. She is able to put aside her own feelings for the benefit of others. She is also able to find ways to comfort her friends. ,25,Female,,"No, I did not have any issues. ",I really don't know what you're trying to study. Maybe how people form impressions of others? ,2,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:25,21/06/2021 09:41,ANONYMIZED,ANONYMIZED,100,964,TRUE,21/06/2021 09:41,R_O0BHfFFKNm1j3uF,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,3,176,Aang,I do not know the answer to this question.,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,69.654,0,juko wants to follow the light to capture the avatar and iroh wants him to relax for a minute.,2,3,2,4,1,3,0,0,88.39,0,3,1,1,3,1,7,0,0,107.191,0,4,2,2,2,1,6,"its hard to say because he is wise in ways, just enjoying the simple things and taking time to relax. but also is somewhat of a time and resource waster. ",NA,0,0,64.012,0,aang was upset because of losing other airbenders and katara calmed him down. ,1,5,1,5,3,1,0,0,92.526,0,1,5,1,5,3,1,0,0,104.163,0,3,7,4,4,6,3,she knew how to deescalate the situations she was in successfully and had good advice never leading aang astray.,19,Nonbinary,,,,2,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:25,21/06/2021 09:43,ANONYMIZED,ANONYMIZED,100,1052,TRUE,21/06/2021 09:43,R_325adAIcFrHRx4O,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,177,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"Iroh had a troubled past and lost his son. At first, he seems like another evil fire nation general, but he is extremely kind and fair. He is my favorite character on the show because he displays constant grace, fairness, and love for those he encounters. ","Katara is kind and caring to the other characters in the show. She is kind of like a motherly figure and looks out for everyone she cares about, even at times those she does not know well. She prefers to use her bending for healing and becomes a master healer. ",0,0,61.309,0,"zuko sees a light and iroh is playing a game, he reminds zuko that this has happened before and it may not be the avatar",2,4,2,6,1,3,0,0,87.881,0,3,4,3,4,1,4,0,0,103.51,0,3,4,1,5,1,3,"This is a little harder for me to judge, because in the three scenes presented he does not appear to be as wise as he truly is. Because I have seen the show, I know he is incredibly wise, patient, and kind, but in the scenes presented he appears to be more of a silly character, lazy, and for comic relief. ",NA,0,0,62.559,0,"aang is in the avatar state and is very upset after finding out he is the only surviving airbender, katara is trying to calm him down and tells him that her and sokka are his family now",1,6,1,5,1,1,4.9,4.9,94.783,1,1,5,2,6,2,1,0,0,107.229,0,2,6,1,5,3,1,Katara is wise beyond her years. She consistently brings others down to earth and helps them see beyond their emotions in their current situation and look at the bigger picture. She is able to use her calm demeanor to help others and finds wise ways of connecting things.,25,Female,,,,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:03,21/06/2021 09:43,ANONYMIZED,ANONYMIZED,100,2402,TRUE,21/06/2021 09:43,R_wTCdFOC5O81ELbX,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,7,178,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"One of, possibly my favorite, characters in the show. Iroh is an extremely calming prescence and I love that throughout the series, he's the voice of reason for Zuko and is a father figure to him. His bond with Zuko is truly special.","She's a kind but flawed person. I understand her pain about losing her mother, but I think the way she acts still crosses the line at times. ",2.545,7.823,67.977,4,,3,4,2,5,1,4,1.179,10.6,94.387,6,7,1,6,1,1,7,1.164,10.479,117.864,8,1,6,4,5,1,4,I think he is subtly wise in his three scenes. He tries to be the voice of reason and keep Zuko level headed.,1,1.351,7.295,65.446,6,Aang was sad to realize he's the last airbender.,1,7,1,7,1,1,1.567,91.562,95.174,7,1,7,1,7,1,1,0.707,6.091,113.227,5,2,7,6,7,6,2,Katara is wise in these scenes because she is able to calm aang and help him dee the biggrr picture.,23,Male,,No,Maybe you are studying people's views on two different characters that have similar roles but different methods.,3,ANONYMIZED,ANONYMIZED,0
21/06/2021 09:27,21/06/2021 09:45,ANONYMIZED,ANONYMIZED,100,1124,TRUE,21/06/2021 09:45,R_3RsDx6XmBYMTjpz,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,179,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0.959,81.055,88.424,6,irohs nephew is close to the avatar while iroh plays a game,4,4,3,4,2,2,1.323,89.748,90.685,2,5,3,4,3,2,6,5.134,113.497,114.798,6,3,3,4,5,3,4,Iroh is unwise in these scenes because he time after time does things that go against their goal,0,0.62,63.811,64.619,3,Katara calms down the Avatar,1,4,1,7,1,2,20.147,111.123,112.149,2,2,6,2,6,2,1,0.559,100.766,102.796,2,4,6,4,3,6,3,Katara is wise because through out the clips she uses her wisdom to help others,19,Male,,,What people see from different characters,0,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:24,21/06/2021 09:45,ANONYMIZED,ANONYMIZED,100,1265,TRUE,21/06/2021 09:45,R_pGbQrm0Pawno7M5,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,180,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,Enhance the power of fire bending,"Iroh is caring and down to earth, and lacks desires for material possessions. He only cares about doing what makes him/everyone else genuinely happy and isn't worried about fame or money. ","She is independent and a strong leader, especially since she had to watch over Sokka and support her family after losing her parent. She is brave and is one of the few water benders in the south pole.",0,0,65.224,0,"Zuko sees a strong light in the distance and believes it is the Avatar that he has been searching for. Iroh comments saying it might be a false alarm and to relax, drink tea and enjoy a game and Zuko yells at him saying that this light is different.",3,2,2,4,3,5,2.09,2.09,120.35,1,6,2,4,2,1,6,4.015,4.015,104.962,1,2,4,4,6,2,5,"In these three scenes, Iroh was pretty unwise for his character for the most part. In the first scene, he didn't offer any introspective advice to Zuko about how chasing the Avatar may not be worth his time and would not bring him happiness. Instead, he tries to throw off Zuko by suggesting that the light they saw was not from the Avatar. In the third scene, Iroh is just relaxing in a hot spring not worrying about anything else going on or Zuko's plans. Zuko has no idea why he is in the hot springs so it doesn't seem to wise since Iroh is just genuinely relaxing. However, looking for a new white lotus tile was a wise idea, since it is revealed later in the series that he belongs to a white lotus society, which ends up helping Iroh, Aang, and Zuko near the end of the series.",0,1.622,60.438,66.571,2,Aang was in the avatar state due to his strong emotions and Katara was trying to calm Aang down.,2,4,2,6,1,2,2.157,2.157,98.082,1,2,4,1,6,2,1,1.66,1.66,101.404,1,2,5,5,3,6,4,"In these three scenes, Katara was generally wise. In the first scene, she notices an acorn in a burned down forest and she uses that to reassure Aang that life is still flowing in that forest and over the course of a couple years, life will begin to flourish there once again. In the second scene it was unwise of her to get mad at the teacher, but he was being sexist and she was standing up for her beliefs so she gets a pass. In the third scene, she is wise since she was able to give Aang advice based off of her own experiences.",22,Male,N/A,N/A,Perceptions of Men v. Women?,3,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:33,21/06/2021 09:47,ANONYMIZED,ANONYMIZED,100,877,TRUE,21/06/2021 09:47,R_3nPcTVLaqgiEHQr,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,181,Aang,Katara and Sokka,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,3.986,58.967,60.658,2,Iroh wants to drink tea while prince zuko has a fit,3,3,5,4,2,5,24.997,109.093,112.76,2,5,1,5,4,1,6,2.636,2.636,110.065,1,5,4,3,3,2,5,Iroh seems to be wise and unwise at the same time. Wise in a sense the he does not stress as much. But also unwise because he makes wrong decisions.t ,NA,2.579,2.579,61.075,1,Katara calms aang ,3,4,2,4,1,1,2.143,2.143,63.103,1,3,5,1,5,2,2,2.014,2.014,65.237,1,3,5,4,5,5,4,"Katara is wise, helpful, and full of spirit. Katara is wise, helpful, and full of spirit Katara is wise, helpful, and full of spirit ",24,Male,,,,1,ANONYMIZED,ANONYMIZED,1
21/06/2021 09:07,21/06/2021 09:51,ANONYMIZED,ANONYMIZED,100,2635,TRUE,21/06/2021 09:51,R_2dFIgBfUPF2btPu,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,182,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,Takes away his bending,Mark the arrival of a new Avatar,,,3.499,3.499,61.311,1,They were on a ship and the nephew thought he saw a power source and the uncle just wanted him to remain calm and have some tea ,2,3,2,4,3,3,7.552,21.48,111.695,3,2,3,2,5,1,3,2.047,2.047,107.218,1,6,2,5,2,2,5,he is wise in the first two in that he tries to urge his nephew to calm down and be less highstrung but in the last one he is simply being absurd ,1,44.163,104.472,104.965,2,Katara talked Aang down and told him she understands and that they're his family ,1,5,1,5,3,1,3.275,3.275,93.986,1,2,5,1,6,5,2,32.079,32.079,135.21,1,1,6,1,6,5,2,She is wise because she knows what to say in the moment ,23,Female,,,,4,ANONYMIZED,ANONYMIZED,1
