StartDate,EndDate,ANONYMIZED_1,ANONYMIZED_2,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,ANONYMIZED_3,ANONYMIZED_4,ANONYMIZED_5,ANONYMIZED_6,ANONYMIZED_7,ANONYMIZED_8,DistributionChannel,UserLanguage,Q2_1,PID,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q32_First Click,Q32_Last Click,Q32_Page Submit,Q32_Click Count,Q80,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q34_6,Q42_First Click,Q42_Last Click,Q42_Page Submit,Q42_Click Count,Q75_1,Q75_2,Q75_3,Q75_4,Q75_5,Q75_6,Q47_First Click,Q47_Last Click,Q47_Page Submit,Q47_Click Count,Q76_1,Q76_2,Q76_3,Q76_4,Q76_5,Q76_6,Q47,Q57_First Click,Q57_Last Click,Q57_Page Submit,Q57_Click Count,Q81,Q77_1,Q77_2,Q77_3,Q77_4,Q77_5,Q77_6,Q62_First Click,Q62_Last Click,Q62_Page Submit,Q62_Click Count,Q78_1,Q78_2,Q78_3,Q78_4,Q78_5,Q78_6,Q67_First Click,Q67_Last Click,Q67_Page Submit,Q67_Click Count,Q79_1,Q79_2,Q79_3,Q79_4,Q79_5,Q79_6,Q75,Q83,Q85,Q72,Q73,Q82,SC0,ANONYMIZED_9,AttentionCheck
29/06/2021 06:40,29/06/2021 07:16,ANONYMIZED,ANONYMIZED,100,2150,TRUE,29/06/2021 07:16,R_31RvteeaympreUJ,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,243,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,98.116,0,"Iroh was playing some type of board game, he was calm, he offered the other character a cup of jasmine tea.",2,4,3,6,2,1,7.212,7.212,187.602,1,1,3,1,7,2,4,11.571,11.571,199.894,1,1,2,1,7,1,6,"He knows how to manipulate his nephew to get his way, and he use his cleverness to convince him to do so regardless of how his nephew feels",0,0,130.488,0,,1,7,1,7,1,1,0,0,181.042,0,1,7,1,7,1,1,28.429,35.271,209.482,3,1,7,4,5,4,1,"I believe that she's wise because, she knows how to talk to others to make them feel better, comfort someone, show passion for others wellbeing even if it's not right upon herself. ",43,Male,Thanks for hearing me out.,"The videos was lacking, but I'm not sure if it was on my end, or this questionnaire.","How people can have the ability to calm, comfort others when they're upset, or angry.",0,ANONYMIZED,0
29/06/2021 06:54,29/06/2021 07:17,ANONYMIZED,ANONYMIZED,100,1402,TRUE,29/06/2021 07:17,R_7NT3lfnBnywZhxn,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,244,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,2.828,320.121,339.317,7,"A young, hotheaded prince was on a quest for power while his older consort tried giving him sage advice.",1,4,2,6,1,3,2.716,6.324,88.291,4,5,2,3,4,1,5,1.43,103.716,104.833,5,5,2,3,4,2,5,"Iron is wise, with a wisdom which comes from maturity. He cares for his nephew, and is doing his best to teach the value of patience, understanding and restraint. ",1.538,61.735,62.763,5,"The Air bender was angry and feeling alone, but Katara reminded him that he still had her and her brother.",1,7,1,7,1,1,9.132,100.677,101.384,4,1,6,2,7,1,1,21.859,124.743,125.788,4,1,7,2,7,5,1,"In the scenes I watched, Katara showed that she was very wise and understanding of the world around her. She disliked the unfairness and injustices she was shown, but she was compassionate for the needs of others, choosing what was best for them, even at expense to herself. ",42,Female,Fun survey. This is a cartoon I would like my children to watch.,No issues,No clue. ,0,ANONYMIZED,1
29/06/2021 06:52,29/06/2021 07:18,ANONYMIZED,ANONYMIZED,100,1600,TRUE,29/06/2021 07:19,R_3mn3HxPffDM874w,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,245,Aang,Zuko and Azula,"They are reincarnated from the previous Avatar, cycling between Nations over time.",A tropical archipelago and a swamp,Takes away his bending,Mark the arrival of a new Avatar,I am not very familiar with the character.,I am not very familiar with the character.,6.233,69.74,70.702,4,Iroh was playing with dominos and was very calm and tried to offer information so that the other person would calm down.  Iroh offered Jasmine tea.,3,2,2,5,2,6,1.051,64.124,90.462,7,6,1,3,1,1,6,1.854,105.959,106.881,6,4,2,4,5,1,5,Iroh was not very wise his nephew wanted to find the Avatar and his Iroh was busy doing things he wanted to do and tried to make his nephew relax.  I think it was pretty unwise to stay in the hot springs instead of getting back to the ship.  ,12.651,81.609,83.302,8,Katara was trying to console the little guy so he would realize he still has family.,1,6,1,7,1,1,3.831,145.691,146.582,9,1,7,1,7,1,1,3.107,126.981,127.765,8,5,6,3,3,7,4,I think Katara is very wise as she comes up with great solutions for the problems she is facing.  She was trying to do her best for the other people she was with and tried to offer very wise advice in the scenes. ,50,Female,I wasn't very familiar with Avatar the movie so I tried to do my best.  I think if I had seen the series I would of had an easier time with this.,No technical issues,I really don't know.  Maybe to find the Avatar and solve some of the issues they face?,5,ANONYMIZED,1
29/06/2021 06:53,29/06/2021 07:19,ANONYMIZED,ANONYMIZED,100,1570,TRUE,29/06/2021 07:19,R_31gYNoM8LYrABYl,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,246,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,5.974,5.974,66.552,1,Excitable young prince is anxious to find the Avatar while his uncle reminds prince may be  jumping to conclusions. Uncle calmly plays his game,4,4,3,4,1,3,5.359,5.359,93.948,1,4,4,1,4,1,3,14.496,164.55,166.396,2,4,3,4,4,3,4,"Hard to tell from just these clips, but it is wise to slow down when you are searching for something. It is wise to be peaceful.",4.597,4.597,65.539,1,"Katara speaks to the young air bender about understanding his loss of family because she lost hers, but they can be a family together now",3,4,1,5,3,1,6.861,100.3,101.712,2,3,4,1,5,1,1,4.453,4.453,107.41,1,1,4,1,6,4,1,She shows wisdom in sharing her past in order to help those in the present and also shows she is wise to talk the young boy to accept the training even though she was rejected for being trained herself because she is female,59,Male,None,None,I have no idea,0,ANONYMIZED,1
29/06/2021 07:06,29/06/2021 07:23,ANONYMIZED,ANONYMIZED,100,1007,TRUE,29/06/2021 07:23,R_28ZCiQPmlGv0kX4,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,247,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,62.75,0,Iroh and another character are on a boat sailing towards a light in the distance.,1,5,3,4,2,4,0,0,93.497,0,3,3,3,4,2,5,0,0,133.918,0,2,4,3,5,3,3,"Iroh seems as though he is wise. Unlike the other character in the videos, he seems to be much more relaxed and he strikes me as someone who takes their time before making a decision.",0,0,71.886,0,Katara and another character are bhind some rocks trying to calm and comfort another character who seems upset,2,6,1,4,2,2,0,0,105.845,0,2,6,1,6,2,1,0,0,107.566,0,3,7,3,6,5,2,Katara seems very like she is very wise. It seems like she knows what to say at the appropriate time and she exhibited great decision making skills.,42,Female,None at this time,None,Perception of the characters,0,ANONYMIZED,1
29/06/2021 07:05,29/06/2021 07:25,ANONYMIZED,ANONYMIZED,100,1170,TRUE,29/06/2021 07:25,R_2Bsxsg6EVfMy7VX,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,248,Aang,Katara and Sokka,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,Enhance the power of fire bending,,I haven’t seen much of the show but I like her personality. I probably haven’t seen enough actions to change my mind that she is a hero.,7.048,20.812,70.183,9,"Prince Zuko wants to go capture the Avatar, who he is certain is at a light source but Iroh isn’t convincedthat it is an avatar light source.",3,1,4,4,4,7,3.764,12.007,94.239,9,5,1,5,3,1,7,4.341,15.781,111.844,8,2,6,4,5,3,3,Iroh is hinting at being wise to me. You think maybe he has something only he knows but it is kind of frustrating to watch. I think he should be more direct and less enigmatic. I do find him irritating but I know he will likely prove to be very wise by the ending.,2.376,67.58,68.584,16,Katana is trying to convince Ang to keep persevering and reminding him that se and Shaka are family.,1,5,1,6,1,1,1.097,93.698,94.759,6,1,6,2,5,1,1,2.472,8.816,111.286,7,2,6,4,5,7,4,"Ka tar is very wise, I find her to be a big picture thinker and she is always sensitive to what outcomes could be and the compromises needed to reach them.",53,Female,Very enjoyable. I wanted to watch more of the Katara but Iroh is irritating. ,Not at all. It did not go full screen y tapping that icon but I zoomed in just fine.,I think you’re trying to see if gender influences more than other factors regarding wisdom and intentions.,1,ANONYMIZED,1
29/06/2021 07:05,29/06/2021 07:27,ANONYMIZED,ANONYMIZED,100,1325,TRUE,29/06/2021 07:27,R_eQL7Q4HbdACP41r,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,249,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,Strong loyal independent beautiful,W,4.375,52.948,61.924,5,,1,7,1,7,1,1,2.047,140.214,141.384,3,1,4,1,7,1,1,0.462,154.037,154.432,6,1,7,1,7,1,1,He is very wise because he tries to relay information to the younger boy who doesn't want to hear it and he's very patient,0.004,69.176,70.081,9,Katara was talking to a kid about being The last Airbender and giving him confidence.,1,7,1,7,1,1,6.995,99.594,100.372,9,1,7,1,7,1,1,1.525,118.314,119.499,4,1,7,3,7,4,1,She was very wise she was laid back at certain points and then she was aggressive at certain points but it all came out to her fruition in the end,44,Female,,,,0,ANONYMIZED,0
29/06/2021 07:10,29/06/2021 07:28,ANONYMIZED,ANONYMIZED,100,1083,TRUE,29/06/2021 07:28,R_1KfHE7jeRhvzbU3,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,250,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,2.142,35.661,73.202,4,"The boy wants to explore the light, the uncle wants to finish his game",2,4,3,6,4,3,0.286,0.286,96.144,1,1,4,4,5,3,3,1.702,31.936,111.579,2,2,4,2,6,2,2,Iroh is very wise and does not like to rush things.,1.996,1.996,66.002,1,Katara let the last airbender know she and that guy support him.,1,6,1,7,1,1,1.919,93.211,96.073,3,1,6,2,7,1,1,0.65,61.292,112.797,4,3,6,4,4,6,4,"Katara is a wise character and headstrong with her choices, but smart and kind.",46,Female,,,I'm not sure. ,0,ANONYMIZED,1
29/06/2021 07:15,29/06/2021 07:35,ANONYMIZED,ANONYMIZED,100,1187,TRUE,29/06/2021 07:35,R_5nUWk8UisQsp23T,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,251,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,64.279,0,Iroh is talking to his nephew on a ship.,2,4,2,5,2,3,0,0,96.1,0,2,3,2,6,2,3,0,0,113.361,0,3,4,2,4,2,4,Iroh is definitely wise. As he tries to get his nephew to relax his nephew continues to be determined to catch the avatar.,0,0,68.365,0,Katara helps an angry young boy by telling him they are his family now.,3,4,2,5,2,2,0,0,93.533,0,2,4,2,6,2,2,0,0,108.897,0,3,4,2,5,3,2,Katara is wise because she teaches the boy the right things. She is kind and helpful to the boy.,48,Female,Thank you.,None,Not sure?,0,ANONYMIZED,1
29/06/2021 07:16,29/06/2021 07:37,ANONYMIZED,ANONYMIZED,100,1241,TRUE,29/06/2021 07:37,R_2AZqQ900rXYfHhj,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,252,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,195.221,0,I honestly don't really get what I just watched,4,4,4,4,4,4,0,0,85.235,0,3,2,3,4,1,6,0,0,102.096,0,2,4,3,6,2,4,"He seems like the type that is wise, but likes to appear to be apathetic. The kind of mentor that waits for their students to come to the answers on their own.",0,0,64.769,0,Katara was talking the kid with the arrow on his head down. She told him they were his family now.,2,6,1,5,2,1,0,0,138.142,0,2,6,1,6,1,1,0,0,142.337,0,4,7,2,3,6,4,"I think for the most part, she shows wisdom, but is obviously still young. She also shows kindness and a protective nature.",44,Female,,"NO technical issues, per-se - but if using video, closed captioning would really help with understanding.",Whether we make judgements of people based on very little information,0,ANONYMIZED,0
29/06/2021 07:20,29/06/2021 07:37,ANONYMIZED,ANONYMIZED,100,1015,TRUE,29/06/2021 07:37,R_3HtbVDWsZCEGpeC,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,253,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,2.563,2.563,62.23,1,headed towards the celestial light,1,4,1,7,1,2,3.055,3.055,86.666,1,1,4,1,7,1,3,4.773,4.773,107.466,1,1,5,2,7,1,4,"Iroh is very wise. He doesn't sweat the small stuff. He advises his nephew to relax and be calm in situations. In the market, he found a positive even though he did not find the lotus chip at the market.",6.071,6.071,67.537,1,a boy was under a spell,1,6,1,5,3,1,2.673,2.673,90.325,1,2,7,1,7,1,1,8.458,8.458,110.103,1,1,7,1,6,4,1,Katara is wise. She advised her friend not to stop practicing with the head guy because of her. She knew that acorns turn into oak trees.,42,Female,,,paying attention,0,ANONYMIZED,1
29/06/2021 07:15,29/06/2021 07:38,ANONYMIZED,ANONYMIZED,100,1370,TRUE,29/06/2021 07:38,R_1cTb5lt7IKhNwqD,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,6,254,Aang,Zuko and Azula,"They are reincarnated from the previous Avatar, cycling between Nations over time.",The south and north poles,Takes away his bending,I do not know the answer to this question.,Iroh was an interesting character to me. He seemed to be striving to create change from the inside rather that appear disruptive from the outside of the Fire Empire.,"Katara was a strong character who when faced with the possibility of abusing her power, chose to be kind and ethical. I liked this character very much.",0,0,65.323,0,"Prince Zuko, thinking that he has perceived a sign of the Avatar, orders the helmsman of the ship to set a course for a light appearing in the distance. His uncle Iroh rebuffs him gently, in essence suggesting that impulsivity is not the course to follow (my words, not his).",2,3,2,4,2,3,0,0,96.467,0,2,4,2,5,1,4,0,0,110.575,0,2,4,3,5,2,2,I would suggest that Iroh is displaying wisdom in all three scenes. There always seems to be a subtext to his behavior and it appears that he is attempting to teach his nephew lessons about the priorities of life.,0,0,66.707,0,"Katara demonstrates empathy by forging a connection to Aang's grief through an illustration of a similar circumstance in her own life. This brings about resolution the momentary tension of the scene and allows Aang to accept his grief and be vulnerable with his new ""family.""",2,4,2,4,4,1,0,0,96.23,0,2,6,1,6,2,1,0,0,110.514,0,2,7,2,5,6,1,Katara is wise in the three scenes as she often keeps the big picture in mind for the circumstances she finds herself in. This allows her to think reflectively and her actions follow suit.,52,Male,Interesting study.,None,I have no idea but I am intrigued by the study.,3,ANONYMIZED,1
29/06/2021 07:17,29/06/2021 07:39,ANONYMIZED,ANONYMIZED,100,1354,TRUE,29/06/2021 07:39,R_3JJiwvBB32E6f1T,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,255,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,60.873,0,Iroh and his nephew are on a ship and they see a light in the distance.,2,3,2,6,2,4,0,0,87.044,0,2,2,2,4,2,4,0,0,156.771,0,2,6,2,6,2,2,Iroh is the wise elder that tries to impart some wisdom and clarity on his nephew by being the calm and more emotionally stable character.,0,0,61.046,0,Katara consoles Ang when he realizes he is the last of his kind.,2,6,2,6,2,2,0,0,90.935,0,2,6,2,6,2,2,104.103,104.103,104.947,1,2,6,4,6,4,2,"Katara is wise, she sees the larger picture and tries to console others when things look bleak.  She understands trees will grow back one day from the acorns that remain. Katara is a little emotional and wants to fight but she controls herself when sees that it will be a detriment to Ang in his studies. Katara is emotionally more mature than the others and knows when to console others.",48,Male,,,You are studying if people agree on the traits of these characters. Do they help balance the storyline and support the arc of the story.,0,ANONYMIZED,1
29/06/2021 07:22,29/06/2021 07:44,ANONYMIZED,ANONYMIZED,100,1350,TRUE,29/06/2021 07:44,R_2EEGF53vsV2SoL4,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,256,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,4.293,64.069,65.23,7,I saw an older man and a younger man on a boat one playing a card game and the yelling about what to do next.,2,3,3,5,2,2,2.648,90.804,92.437,7,2,1,2,4,1,5,3.257,108.681,109.84,7,6,2,2,2,2,6,"He is wise in the fact that he takes his time to evaluate a situation and not rush into a situation however, he is unwise is spending much of his time on leisurely and unimportant things.",0.741,62.893,63.843,9,It showed katara talking down another character from doing something disastrous by reasoning with them and showing humility.,2,6,1,5,2,1,1.181,93.285,94.223,5,2,6,2,6,2,1,1.454,105.209,106.579,7,5,5,7,3,7,6,"She is wise in that she cares about other people and is totally loyal with her people, however is unwise in the fact that she is short tempered and sometimes needs to work better on tactics when trying accomplish something.",40,Male,None,None,I believe you are trying to see people's interpretation of select characters in a given situation and see how people judge those characters.,0,ANONYMIZED,1
29/06/2021 07:24,29/06/2021 07:47,ANONYMIZED,ANONYMIZED,100,1341,TRUE,29/06/2021 07:47,R_1Is0LqTyEuKjYWX,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,257,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,6.922,93.682,95.538,23,One person was playing a game another person was concerned by a light seen in the sky,1,4,1,4,1,7,5.475,103.213,104.723,15,1,2,1,4,1,3,5.703,122.188,123.238,15,1,7,1,7,1,1,Iroh is wise and calm. His nephew is short tempered and impulsive. Iroh uses his calm knowledge to teach his nephew lessons and  help his nephew's journey by distracting him with his calm actions and different ideas,3.172,76.412,77.372,13,Katara was wise and helped the other character know that she is his family and everything will be alright despite the sadness,1,7,1,7,1,1,4.583,110.442,111.347,16,1,7,1,7,1,1,3.055,115.95,117.634,7,1,7,1,7,7,1,Katara is wise and caring. She is also clever and able to use her words and actions to communicate her knowledge  ,54,Female,Interesting series and characters,No issues,I do not know reason for study,0,ANONYMIZED,1
29/06/2021 07:35,29/06/2021 07:51,ANONYMIZED,ANONYMIZED,100,996,TRUE,29/06/2021 07:51,R_3I0pLz9rmxuqymJ,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,258,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,7.085,66.872,67.805,4,Young man on ship searching for the Avatar accompanied by his uncle.,7,3,7,1,7,2,2.744,90.681,91.518,4,1,1,7,1,7,7,1.813,103.863,104.567,2,6,4,7,2,6,6,Iroh is wise and a seemingly good role model for his angry young nephew who is obsessed with finding the Avatar.  He advises caution and restraint which the nephew needs in abundance.,1.494,63.467,64.329,4,Katara has told the air bender that he is not alone and they are now his family.,1,6,1,5,2,1,0.825,93.589,94.422,6,1,6,1,7,1,1,1.279,105.179,106.023,3,2,6,3,6,5,3,Katara exhibits wisdom in her counsel to be patient and not to judge yourself to harshly for things that are out of your controll.,66,Male,no comments,no issues,no guesses,0,ANONYMIZED,1
29/06/2021 07:22,29/06/2021 07:53,ANONYMIZED,ANONYMIZED,100,1861,TRUE,29/06/2021 07:53,R_31WVPwDnUTTV8IH,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,5,259,Aang,Katara and Sokka,"They are reincarnated from the previous Avatar, cycling between Nations over time.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,wise old man,She is powerful water bender and is helpful to her brother and Aang,0,0,284.865,0,zuko wants to nab the avatar and Iroh is just playing a game and kicking back not concerned,1,2,2,6,1,3,0,0,96.99,0,1,2,2,6,1,4,0,0,103.909,0,4,4,4,5,2,5,"I think Iroh is a wise man, as he takes things easy. He is not rushed, nor is he impulsive. He has patience and is a good influence on his nephew who is too quick to be angry as opposed to his uncle who is wise and wishes to impart these qualities to Zuko.",0,0,61.333,0,The avatar went berzerk and katara and Sokka had to calm Aang down by telling him they will never leave him,3,5,1,5,2,1,0,0,89.014,0,3,5,1,5,2,1,0,0,101.813,0,2,5,5,5,6,4,"She is fairly wise, although maybe not as wise as Iroh. We see that she gets angry quite easily, but when she realizes that the avatar needs training she puts aside her own need to make sure that Aang gets his training.",50,Male,,,character comparison?,2,ANONYMIZED,1
29/06/2021 07:34,29/06/2021 07:53,ANONYMIZED,ANONYMIZED,100,1118,TRUE,29/06/2021 07:53,R_BQiVyVZhy3uO8md,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,260,Aang,I do not know the answer to this question.,"They are descended from a royal family, independent of the four Nations.",I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,61.671,0,"The nephew of Iroh is impatiently urging his uncle to get going, while the older man urges his nephew to relax and take his time.",3,4,2,4,2,3,0,0,85.074,0,3,3,3,4,2,5,0,0,100.485,0,5,4,3,3,3,5,"Iroh is wise for the most part (encouraging his nephew to recharge, relax, and have patience), but his side trip to get tiles was probably not wise.",0,0,65.149,0,The character named Katara convinces the small boy to come to her and he eventually apologizes.,2,5,1,5,1,3,0,0,91.619,0,3,4,2,5,3,2,0,0,108.7,0,4,5,4,3,6,4,"For the most part, Katara seems wise beyond her years.  The only time she shows unwise behavior was when she challenged the teacher's decision to teach only males.  She was too brash and rude.",51,Female,,,I guess maybe this study is trying to make sure emotional content is appropriate for children.,1,ANONYMIZED,1
29/06/2021 07:28,29/06/2021 07:54,ANONYMIZED,ANONYMIZED,100,1559,TRUE,29/06/2021 07:54,R_bKun8D4QjhBUBfb,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,4,261,Aang,Katara and Sokka,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,73.445,0,Iroh is trying to calm his nephew down who is convinced that a light in the distance is the Avatar.,1,4,2,5,1,2,0,0,254.13,0,5,3,1,4,1,5,0,0,378.456,0,5,3,1,3,1,5,I believe he is kind of wise.  He brings balance to his crazy nephew.  His ways pulls his nephew off the ledge I think.,0,0,61.427,0,Katara is giving emotional support to aang to calm him down.,1,6,1,5,2,1,0,0,93.279,0,1,6,1,6,1,1,0,0,337.756,0,1,6,1,6,4,2,Katara is very wise in each scene.  She always looks to the bright side of every situation.  Glass half full kind of girl.,53,Male,,,Our feelings on male versus female characters. ,1,ANONYMIZED,1
29/06/2021 07:32,29/06/2021 07:56,ANONYMIZED,ANONYMIZED,100,1470,TRUE,29/06/2021 07:56,R_1kUGeKmpxiWendy,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,3,262,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,Takes away his bending,Destroy the world,I have heard of the character but cannot recall much about him.,I have heard of the character but cannot recall much about her.,5.843,5.843,76.691,1,"Iroh, the Uncle, trying to calm his nephew as he played a game and drank tea",2,3,4,5,2,3,4.04,4.04,92.703,1,3,3,1,5,2,3,21.667,21.667,124.988,1,2,5,4,6,3,4,Iroh seems wise as he attempts to change his nephew's decision to go after the Avatar. ,9.342,93.503,94.506,2,Two individuals trying to convince someone from causing destruction and showing that they care for him.,3,6,1,6,2,1,6.414,17.254,111.023,2,1,5,2,7,2,2,6.506,6.506,108.553,1,3,6,3,4,7,2,"Katara overall seems to be wise. She may have some initial emotional outbursts to a situation but she then looks at the bigger picture. A good example is when the forest is destroyed, she finds acorns that will grow into new trees. After finding them, she points out her discovery to her friends.",42,Male,Interesting survey. I heard of the series but never watched it. After this survey I think I will check it out.,,Evaluate the actions of others and how to look at multiple perspectives of a situation.,2,ANONYMIZED,1
29/06/2021 07:38,29/06/2021 08:00,ANONYMIZED,ANONYMIZED,100,1285,TRUE,29/06/2021 08:00,R_2QKCP4Pk0tdWt9F,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,1,263,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,63.979,0,"Iroh wanted the kid to sit and have jasmine tea, but the kid wanted to find the avatar",3,4,3,4,3,4,35.99,35.99,97.816,1,3,3,5,5,2,4,0,0,104.777,0,5,4,4,3,4,6,I believe he is unwise because he is constantly hampering the work of the prince. The prince might accomplish his goals without Iroh hampering him.,0,0,72.12,0,Katara was telling the airbender she understood what it was like to lose those you love,1,5,1,4,1,1,0,0,93.008,0,1,4,1,4,1,1,0,0,107.61,0,5,6,6,4,7,5,I believe Katara is wise. She has kind words for those she loves. She talks about how she knows what it's like to lose loved ones and how the acorns will grow into trees and replenish the forest.,51,Male,,,If people who are not familiar with a show can understand it quickly?,0,ANONYMIZED,1
29/06/2021 07:41,29/06/2021 08:00,ANONYMIZED,ANONYMIZED,100,1103,TRUE,29/06/2021 08:00,R_2ZVyl7ixkt6xyTN,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,ANONYMIZED,anonymous,EN,2,264,Aang,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,I do not know the answer to this question.,,,0,0,62.826,0,The young character spotted a light that made him think he had found the trail of his quarry.  Iroh cautioned him that they had been in similar situations and he should relax.,1,4,1,6,1,1,0,0,94.192,0,3,4,2,5,1,2,0,0,105.419,0,3,4,4,3,1,6,Wise.  I feel as though he is trying through these actions to influence his hot-headed nephew into understanding the value of patience.  Of not being overcome by your emotions.  I always felt he had something bigger in mind and that these actions were not just comic frustrations for his nephew.,0,0,61.764,0,"Katara talked down Aang from apparently making some kind of mistake with his power, convincing him that she and her companion were his family.",1,6,1,6,1,1,0,0,96.278,0,1,6,1,7,1,1,105.385,105.385,105.979,1,1,6,1,6,1,1,Wise.  Her role seems to be similar to that of the uncle in the last series of clips; providing a cooler head in these situations.,43,Male,Very unique study.,None.,I usually have a guess but for this one I honestly have no idea!  ,1,ANONYMIZED,1
